Hotel Name,Original price,Price after discount,Tax,Rating,location
Regali Villas,Rp 4.755.869,Rp 2.269.539,Inclusive of taxes,8.2,"Canggu, Bali"
Argasoka Bungalows,Rp 316.667,Rp 237.500,Inclusive of taxes,8.8,"Monkey Forest, Bali"
Argasoka Bungalows,Rp 316.667,Rp 237.500,Inclusive of taxes,8.8,"Monkey Forest, Bali"
OYO 90714 Umah Pande Tabanan,Rp 126.979,Rp 79.997,Inclusive of taxes,n/a,"Tabanan Kota, Bali"
Kawi Resort By Pramana,Rp 1.056.900,Rp 792.675,Inclusive of taxes,8.7,"Tampaksiring, Bali"
Guesthouse 999,Rp 253.333,Rp 190.000,Inclusive of taxes,8.4,"Kerobokan, Bali"
Villa Ad,Rp 2.533.333,Rp 1.900.000,Inclusive of taxes,n/a,"Ungasan, Bali"
Umah Hijau Tabanan,Rp 238.110,Rp 147.628,Inclusive of taxes,7.7,"Tabanan Kota, Bali"
Vista  Penginapan Tabanan,Rp 368.000,Rp 276.000,Inclusive of taxes,7.5,"Tabanan Kota, Bali"
Puri Karang Besakih,Rp 699.999,Rp 524.999,Inclusive of taxes,8.4,"Besakih, Bali"
The Sintesa Residence Jimbaran,Rp 4.664.901,Rp 1.593.000,Inclusive of taxes,8.1,"Jimbaran, Bali"
Dimpil Homestay,Rp 251.988,Rp 188.991,Inclusive of taxes,8.2,"Pemuteran, Bali"
Jukung Cottage by Pramana Villas,Rp 1.017.830,Rp 814.264,Inclusive of taxes,8.7,"Nusa Penida, Bali"
Sri Phala Resort & Villa,Rp 1.033.975,Rp 703.103,Inclusive of taxes,8.5,"Sanur, Bali"
AL Dewi Sri Villas - Nusa Penida,Rp 450.000,Rp 202.500,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Aashaya Jasri Resort,Rp 1.066.666,Rp 799.999,Inclusive of taxes,n/a,"Amlapura, Bali"
Bumi Ayu Bungalows - CHSE Certified,Rp 565.020,Rp 517.499,Inclusive of taxes,7.6,"Sanur, Bali"
Agung Alit Guest House,Rp 190.000,Rp 142.500,Inclusive of taxes,8.7,"Ubud, Bali"
Sedok Jineng Villa by WizZeLa,Rp 430.312,Rp 236.672,Inclusive of taxes,8.8,"Nusa Lembongan, Bali"
Sri Ratih Ubud,Rp 3.542.232,Rp 2.351.250,Inclusive of taxes,9.5,"Sayan, Bali"
L'amore Hotel Seminyak,Rp 666.665,Rp 499.999,Inclusive of taxes,8.3,"West Denpasar, Bali"
New Asta Graha,Rp 380.000,Rp 152.000,Inclusive of taxes,8.4,"Jimbaran, Bali"
PP Dream Guesthouse,Rp 340.000,Rp 255.000,Inclusive of taxes,n/a,"Singaraja, Bali"
Keramas Sacred River Village,Rp 742.500,Rp 631.125,Inclusive of taxes,8.9,"Keramas, Bali"
Hotel Puri Bali,Rp 246.667,Rp 185.000,Inclusive of taxes,n/a,"Mendoyo, Bali"
Sang Tirta Farm Living Resort,Rp 506.667,Rp 380.000,Inclusive of taxes,8.8,"Penebel, Bali"
Kusuma House,Rp 200.933,Rp 150.700,Inclusive of taxes,8.0,"Kuta, Bali"
Indigo Blue Ceningan,Rp 1.066.667,Rp 800.000,Inclusive of taxes,n/a,"Nusa Ceningan, Bali"
Muaya Villa,Rp 1.200.000,Rp 900.000,Inclusive of taxes,8.7,"Jimbaran, Bali"
The Legian 777,Rp 194.793,Rp 170.000,Inclusive of taxes,7.4,"Legian, Bali"
Gaing Mas Residence by Gaing Mas Group,Rp 503.885,Rp 236.826,Inclusive of taxes,n/a,"Jimbaran, Bali"
City Garden Bali Dwipa Hotel,Rp 361.932,Rp 224.760,Inclusive of taxes,8.6,"Legian, Bali"
Chillhouse Lembongan Homestay,Rp 220.002,Rp 165.001,Inclusive of taxes,9.2,"Nusa Lembongan, Bali"
Cempaka Losmen,Rp 160.000,Rp 120.000,Inclusive of taxes,7.3,"Legian, Bali"
Maha Rama Suite Amed,Rp 765.000,Rp 382.500,Inclusive of taxes,8.0,"Amed, Bali"
Simona Hotel Canggu,Rp 197.089,Rp 145.540,Inclusive of taxes,6.2,"Canggu, Bali"
Kahayana Suites,Rp 1.157.000,Rp 462.800,Inclusive of taxes,8.7,"Ubud, Bali"
Villa JJ and Spa Ubud,Rp 530.909,Rp 440.000,Inclusive of taxes,8.8,"Ubud, Bali"
Sahaja Sawah Resort,Rp 2.261.000,Rp 1.695.750,Inclusive of taxes,n/a,"Selemadeg, Bali"
Ubud Glassy Villas by Pramana Villas,Rp 1.186.823,Rp 890.117,Inclusive of taxes,8.8,"Ubud, Bali"
Kubu Benoa Guest House,Rp 600.000,Rp 450.000,Inclusive of taxes,9.6,"Tanjung Benoa, Bali"
Bagus Agro Pelaga,Rp 2.079.000,Rp 1.559.250,Inclusive of taxes,8.7,"Plaga, Bali"
Bali Royal Heritage Villas,Rp 900.000,Rp 540.000,Inclusive of taxes,n/a,"Seminyak, Bali"
The Kutaya Guest House,Rp 312.862,Rp 286.013,Inclusive of taxes,8.2,"Kuta, Bali"
Rama Beach Resort & Villas,Rp 3.297.619,Rp 2.263.620,Inclusive of taxes,8.6,"Kuta, Bali"
Agung View Villa,Rp 850.000,Rp 552.500,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Ubud 18,Rp 240.000,Rp 180.000,Inclusive of taxes,8.0,"Ubud, Bali"
Taman Agung Hotel,Rp 926.922,Rp 507.501,Inclusive of taxes,8.4,"Sanur, Bali"
Soraya Apartment,Rp 466.667,Rp 350.000,Inclusive of taxes,8.3,"Seminyak, Bali"
OYO 1762 Hotel Astiti Graha Tanah Lot,Rp 179.485,Rp 139.998,Inclusive of taxes,7.0,"Tanah Lot, Bali"
Jangkrik Homestay,Rp 226.667,Rp 170.000,Inclusive of taxes,8.5,"Ubud, Bali"
Rahayu Guest House Ubud,Rp 215.648,Rp 174.675,Inclusive of taxes,9.2,"Ubud, Bali"
Hotel Satriya Cottages,Rp 950.482,Rp 762.300,Inclusive of taxes,8.7,"Poppies, Bali"
Ode Hostel,Rp 63.333,Rp 47.500,Inclusive of taxes,8.4,"Monkey Forest, Bali"
Bunut Garden Luxury Private Villa - CHSE Certified,Rp 1.768.760,Rp 1.620.000,Inclusive of taxes,8.8,"Kedewatan, Bali"
Tamarind Beach Bungalow Lembongan,Rp 540.000,Rp 405.000,Inclusive of taxes,7.9,"Nusa Lembongan, Bali"
Dukuh Village Villas,Rp 730.800,Rp 548.100,Inclusive of taxes,8.8,"Tegallalang, Bali"
The Village of Angels,Rp 2.141.810,Rp 1.581.616,Inclusive of taxes,n/a,"Candidasa, Bali"
Laguna Reef Hut Lembongan,Rp 570.000,Rp 456.000,Inclusive of taxes,8.8,"Nusa Lembongan, Bali"
Tropical Garden Inn,Rp 239.868,Rp 179.901,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Hotel Segara Agung,Rp 906.300,Rp 561.906,Inclusive of taxes,n/a,"Sanur, Bali"
Oki Taru Residence,Rp 500.000,Rp 300.000,Inclusive of taxes,n/a,"Tuban, Bali"
Hotel Singasari Seririt,Rp 156.877,Rp 117.658,Inclusive of taxes,8.3,"Seririt, Bali"
Annapurna River View Villas,Rp 2.933.334,Rp 2.200.000,Inclusive of taxes,n/a,"Mengwi, Bali"
Malibu Huts Nusa Penida,Rp 780.000,Rp 585.000,Inclusive of taxes,9.0,"Nusa Penida, Bali"
Champlung Sari Hotel Ubud,Rp 1.390.400,Rp 695.200,Inclusive of taxes,8.3,"Monkey Forest, Bali"
Valomia Guesthouse,Rp 204.705,Rp 153.529,Inclusive of taxes,8.2,"West Denpasar, Bali"
Cameng Homestay,Rp 466.668,Rp 350.001,Inclusive of taxes,n/a,"Sanur, Bali"
Bendesa Accomodation,Rp 357.143,Rp 267.857,Inclusive of taxes,7.3,"Legian, Bali"
Swastika Guest House,Rp 466.668,Rp 350.001,Inclusive of taxes,7.9,"Sanur, Bali"
Dekara Cottages Penida,Rp 269.100,Rp 161.460,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Fourteen Roses Beach Hotel,Rp 610.517,Rp 422.500,Inclusive of taxes,7.9,"Legian, Bali"
Bayak Bali Hotel,Rp 180.000,Rp 135.000,Inclusive of taxes,6.6,"West Denpasar, Bali"
Nakula Familiar Inn,Rp 450.000,Rp 202.500,Inclusive of taxes,9.0,"North Denpasar, Bali"
Dajan Buyan Homestay,Rp 418.000,Rp 313.500,Inclusive of taxes,8.6,"Bedugul, Bali"
The Garden Villa,Rp 797.333,Rp 598.000,Inclusive of taxes,8.3,"Sanur, Bali"
Bataran Garden Cottage,Rp 600.000,Rp 450.000,Inclusive of taxes,8.3,"Nusa Penida, Bali"
Pinggan Sunrise Camp,Rp 276.817,Rp 207.613,Inclusive of taxes,n/a,"Kintamani, Bali"
Amed Lodge by Sudamala Resorts,Rp 1.046.900,Rp 674.999,Inclusive of taxes,8.6,"Amed, Bali"
Nirmala Guest House,Rp 1.147.429,Rp 693.461,Inclusive of taxes,8.5,"Keramas, Bali"
Risata Bali Resort & Spa,Rp 880.000,Rp 616.000,Inclusive of taxes,8.4,"Kuta, Bali"
Suma Beach Hotel,Rp 324.000,Rp 243.000,Inclusive of taxes,7.9,"Lovina, Bali"
The Sanyas Retreat,Rp 1.170.000,Rp 1.053.000,Inclusive of taxes,8.5,"Kerambitan, Bali"
Hotel Sari,Rp 237.000,Rp 201.450,Inclusive of taxes,7.8,"Gilimanuk, Bali"
Hotel Duta Karya,Rp 399.780,Rp 241.612,Inclusive of taxes,6.7,"Singaraja, Bali"
Medewi Surf Lodge,Rp 240.000,Rp 180.000,Inclusive of taxes,7.0,"Medewi, Bali"
OYO 3096 Hotel Dewi Warsiki,Rp 163.007,Rp 127.145,Inclusive of taxes,7.3,"Gilimanuk, Bali"
Tarzan Marriott on Penida,Rp 690.600,Rp 517.950,Inclusive of taxes,n/a,"Nusa Penida, Bali"
OYO 3062 Pondok Wisata Dewata,Rp 188.561,Rp 118.793,Inclusive of taxes,7.1,"Batubulan, Bali"
Tarzan Marriott on Penida,Rp 690.600,Rp 517.950,Inclusive of taxes,n/a,"Nusa Penida, Bali"
OYO 3062 Pondok Wisata Dewata,Rp 188.561,Rp 118.793,Inclusive of taxes,7.1,"Batubulan, Bali"
Origin Uluwatu,Rp 1.596.500,Rp 1.436.850,Inclusive of taxes,9.2,"Pecatu, Bali"
Suji Bungalow,Rp 282.450,Rp 246.500,Inclusive of taxes,8.2,"Poppies, Bali"
Adiwana Warnakali Resort,Rp 3.799.430,Rp 2.608.083,Inclusive of taxes,9.1,"Nusa Penida, Bali"
XOXO Kuta Legian Hostel,Rp 278.400,Rp 208.800,Inclusive of taxes,8.2,"Legian, Bali"
Sariqu House,Rp 223.940,Rp 167.955,Inclusive of taxes,8.7,"Kuta, Bali"
Margarita Surf Hostel Canggu,Rp 141.845,Rp 78.015,Inclusive of taxes,7.5,"Canggu, Bali"
Singgahan Bungalow,Rp 366.667,Rp 275.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Kangkung Cottages Karangasem,Rp 426.000,Rp 319.500,Inclusive of taxes,8.2,"Amlapura, Bali"
Ariks Hotel Ubud,Rp 361.819,Rp 180.001,Inclusive of taxes,n/a,"Ubud, Bali"
Pradana Beach Inn,Rp 660.000,Rp 495.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Bali Eco Living Dormitory,Rp 102.000,Rp 76.500,Inclusive of taxes,7.8,"South Denpasar, Bali"
Bali Diva Hotel,Rp 397.914,Rp 246.707,Inclusive of taxes,6.8,"Poppies, Bali"
Denays Guest House Jimbaran,Rp 404.806,Rp 190.259,Inclusive of taxes,7.6,"Jimbaran, Bali"
Puri Naga Beachfront Cottages,Rp 1.696.428,Rp 475.000,Inclusive of taxes,7.6,"Seminyak, Bali"
Villa das Meer,Rp 629.000,Rp 471.750,Inclusive of taxes,8.6,"Banjar, Bali"
Villa Green House Penida aka Citronella Homestay,Rp 266.666,Rp 141.333,Inclusive of taxes,8.1,"Nusa Penida, Bali"
Yulia 2 Homestay Sanur Guesthouse,Rp 413.333,Rp 310.000,Inclusive of taxes,8.0,"Sanur, Bali"
Balitung Villa Seminyak,Rp 1.557.692,Rp 905.580,Inclusive of taxes,n/a,"Seminyak, Bali"
Abyan Guest House,Rp 349.333,Rp 262.000,Inclusive of taxes,7.6,"Sanur, Bali"
SPOT ON 1927 Hotel Candra Adigraha,Rp 146.652,Rp 92.391,Inclusive of taxes,7.2,"North Denpasar, Bali"
Surf Doggie Inn,Rp 145.667,Rp 109.250,Inclusive of taxes,8.3,"Kuta, Bali"
Gora Beach Inn,Rp 735.575,Rp 367.788,Inclusive of taxes,8.2,"Poppies, Bali"
Svaha Private Villa Ceningan,Rp 569.100,Rp 426.825,Inclusive of taxes,n/a,"Nusa Ceningan, Bali"
Wonder-Land Villa,Rp 253.333,Rp 190.000,Inclusive of taxes,8.0,"Monkey Forest, Bali"
Dolphin Beach Bali,Rp 1.881.322,Rp 840.000,Inclusive of taxes,8.0,"Lovina, Bali"
Kibu Kauh Sunrise Cottage Penida,Rp 340.000,Rp 255.000,Inclusive of taxes,8.8,"Nusa Penida, Bali"
Relax Bali Dive & Spa Resort,Rp 1.641.444,Rp 1.231.083,Inclusive of taxes,n/a,"Tulamben, Bali"
The Alena Resort by Pramana,Rp 4.149.832,Rp 1.659.933,Inclusive of taxes,8.7,"Ubud, Bali"
Hotel Cianjur Bali,Rp 322.667,Rp 242.000,Inclusive of taxes,7.8,"East Denpasar, Bali"
Pondok Bali Guest House,Rp 266.667,Rp 200.000,Inclusive of taxes,8.8,"Lovina, Bali"
Puri Padi Hotel,Rp 933.333,Rp 700.000,Inclusive of taxes,7.3,"Monkey Forest, Bali"
The Radiant Hotel and Spa,Rp 850.000,Rp 425.000,Inclusive of taxes,8.3,"Tuban, Bali"
The Backyard House,Rp 210.667,Rp 158.000,Inclusive of taxes,8.7,"Tanah Lot, Bali"
Taman Mekar Beach Inn,Rp 217.858,Rp 135.072,Inclusive of taxes,8.2,"Poppies, Bali"
Pradhana Residence,Rp 240.000,Rp 180.000,Inclusive of taxes,8.3,"Tuban, Bali"
"Puri Lumbung Restaurant, Cottage & Waterpark Mengwi",Rp 535.476,Rp 401.607,Inclusive of taxes,n/a,"Mengwi, Bali"
Eat Sleep Skate,Rp 1.179.175,Rp 1.080.001,Inclusive of taxes,8.6,"East Denpasar, Bali"
OYO 90810 Ravaya Homestay,Rp 120.796,Rp 76.101,Inclusive of taxes,n/a,"Singaraja, Bali"
Kubu B'dauh Homestay,Rp 313.333,Rp 235.000,Inclusive of taxes,7.9,"Legian, Bali"
Nusa Sedayu hotel,Rp 1.066.666,Rp 799.999,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Jepun Bali Hotel,Rp 1.046.760,Rp 785.070,Inclusive of taxes,8.7,"Kuta, Bali"
Pertiwi Bisma 2,Rp 1.575.000,Rp 677.250,Inclusive of taxes,8.3,"Monkey Forest, Bali"
Mimpi Resort Tulamben Dive and Spa,Rp 1.508.490,Rp 1.001.300,Inclusive of taxes,8.5,"Tulamben, Bali"
Karang Sari Guesthouse & Restaurant,Rp 348.000,Rp 261.000,Inclusive of taxes,8.7,"Munduk, Bali"
Taos House Nusa Lembongan by Best Deals Asia Hospitality,Rp 937.500,Rp 375.000,Inclusive of taxes,8.9,"Nusa Lembongan, Bali"
Bintang Bungalow Nusa Penida,Rp 834.600,Rp 625.950,Inclusive of taxes,8.7,"Nusa Penida, Bali"
Hotel Lestari Gilimanuk,Rp 220.000,Rp 165.000,Inclusive of taxes,8.2,"Gilimanuk, Bali"
Rise Apartment Sanur,Rp 414.960,Rp 311.220,Inclusive of taxes,n/a,"Sanur, Bali"
Wadari Retreat Villa Ubud,Rp 2.160.000,Rp 1.490.400,Inclusive of taxes,8.5,"Sukawati, Bali"
Ocean Brothers Ceningan,Rp 599.999,Rp 449.999,Inclusive of taxes,8.5,"Nusa Ceningan, Bali"
Kumari Villa,Rp 2.280.000,Rp 1.710.000,Inclusive of taxes,7.8,"Kerobokan, Bali"
Asri Sari Ubud Resort & Villa,Rp 720.000,Rp 288.000,Inclusive of taxes,7.9,"Ubud, Bali"
Respati Beach Hotel,Rp 2.399.999,Rp 1.799.999,Inclusive of taxes,8.5,"Sanur, Bali"
Villa Baba Lovina,Rp 466.667,Rp 350.000,Inclusive of taxes,n/a,"Lovina, Bali"
Bali Mountain Retreat,Rp 466.667,Rp 350.000,Inclusive of taxes,n/a,"Selemadeg, Bali"
Wawa Wewe II Villas,Rp 699.999,Rp 524.999,Inclusive of taxes,8.2,"Amed, Bali"
Cozy Palm,Rp 266.665,Rp 199.999,Inclusive of taxes,8.3,"Jimbaran, Bali"
Tirta Ening Agung Hotel,Rp 540.000,Rp 405.000,Inclusive of taxes,8.3,"Sanur, Bali"
Antari Hotel Pemuteran,Rp 1.066.666,Rp 799.999,Inclusive of taxes,8.3,"Pemuteran, Bali"
Trijaya Guest House,Rp 163.875,Rp 147.488,Inclusive of taxes,8.8,"Pemuteran, Bali"
Interconnection Kuta,Rp 418.000,Rp 313.500,Inclusive of taxes,8.9,"Kuta, Bali"
Bukit Permata Lembongan,Rp 333.334,Rp 250.000,Inclusive of taxes,n/a,"Nusa Lembongan, Bali"
OYO 90895 Giri Puspa Guest Hose,Rp 252.537,Rp 196.979,Inclusive of taxes,n/a,"Nusa Dua, Bali"
Rumah Roda Home Stay,Rp 1.317.769,Rp 450.001,Inclusive of taxes,8.9,"Ubud, Bali"
Balitone Guest House,Rp 360.000,Rp 313.200,Inclusive of taxes,8.3,"West Denpasar, Bali"
Made House Sanur,Rp 98.264,Rp 90.000,Inclusive of taxes,8.6,"Sanur, Bali"
Flamingo Dewata Suite,Rp 3.350.970,Rp 1.005.291,Inclusive of taxes,9.0,"Pecatu, Bali"
Uma Kutuh 2,Rp 288.000,Rp 201.600,Inclusive of taxes,8.0,"Ubud, Bali"
Utari Residence Legian,Rp 233.333,Rp 175.000,Inclusive of taxes,8.7,"Legian, Bali"
Gapul Homestay,Rp 204.000,Rp 153.000,Inclusive of taxes,8.1,"Nusa Penida, Bali"
Margareth Homestay,Rp 170.000,Rp 158.100,Inclusive of taxes,8.3,"Ungasan, Bali"
Jesen's Inn 2,Rp 399.999,Rp 299.999,Inclusive of taxes,8.1,"Kuta, Bali"
Balian Paradise Resort,Rp 320.000,Rp 224.000,Inclusive of taxes,7.2,"Balian, Bali"
Yuda Homestay Nusa Penida,Rp 540.000,Rp 405.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Dream Beach Cottages,Rp 482.644,Rp 399.999,Inclusive of taxes,n/a,"Nusa Lembongan, Bali"
Mejore Beach Hotel,Rp 1.350.000,Rp 945.000,Inclusive of taxes,8.7,"Amed, Bali"
Kubu Mekarsari Homestay,Rp 448.180,Rp 336.135,Inclusive of taxes,8.2,"Jimbaran, Bali"
Bali Bobo Hostel,Rp 160.001,Rp 120.001,Inclusive of taxes,9.3,"Jimbaran, Bali"
Hill Dance Bali American Hotel,Rp 933.333,Rp 700.000,Inclusive of taxes,n/a,"Jimbaran, Bali"
The Visala Boutique Suite Seminyak,Rp 2.765.703,Rp 1.650.000,Inclusive of taxes,8.6,"Seminyak, Bali"
Hartaning House by Pramana Villas,Rp 581.382,Rp 319.760,Inclusive of taxes,8.4,"Ubud, Bali"
Green Beach Inn,Rp 532.471,Rp 487.688,Inclusive of taxes,8.8,"Nusa Penida, Bali"
White Sandy Beach Menjangan,Rp 380.000,Rp 285.000,Inclusive of taxes,8.5,"Menjangan, Bali"
Scuba Tribe Bali,Rp 380.000,Rp 239.400,Inclusive of taxes,9.3,"Tulamben, Bali"
White Sandy Beach Menjangan,Rp 380.000,Rp 285.000,Inclusive of taxes,8.5,"Menjangan, Bali"
Scuba Tribe Bali,Rp 380.000,Rp 239.400,Inclusive of taxes,9.3,"Tulamben, Bali"
G7 Residence,Rp 380.000,Rp 285.000,Inclusive of taxes,8.2,"Nusa Dua, Bali"
The Amrita Salt Farm Villas,Rp 1.266.668,Rp 950.001,Inclusive of taxes,n/a,"Tejakula, Bali"
Namastay,Rp 198.000,Rp 118.800,Inclusive of taxes,9.2,"Monkey Forest, Bali"
Balisanti Bungalows,Rp 775.798,Rp 710.550,Inclusive of taxes,8.8,"Candidasa, Bali"
Bramasa Guesthouse & Gallery,Rp 630.000,Rp 315.000,Inclusive of taxes,n/a,"Ubud, Bali"
Aru House Ubud,Rp 133.333,Rp 100.000,Inclusive of taxes,n/a,"Monkey Forest, Bali"
Mutiara Kost - Imam Bonjol Denpasar,Rp 200.000,Rp 150.000,Inclusive of taxes,8.0,"West Denpasar, Bali"
Desila Beach House,Rp 289.155,Rp 216.866,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Kencana Ubud Cottage,Rp 348.750,Rp 296.438,Inclusive of taxes,9.1,"Ubud, Bali"
Svaha Ubud,Rp 360.000,Rp 270.000,Inclusive of taxes,7.9,"Ubud, Bali"
Sahera  Hotel Karangasem,Rp 733.332,Rp 549.999,Inclusive of taxes,9.0,"Amed, Bali"
Jati 3 Bungalow & Spa,Rp 466.666,Rp 350.000,Inclusive of taxes,7.6,"Monkey Forest, Bali"
Hotel The Flora Kuta Bali,Rp 420.000,Rp 315.000,Inclusive of taxes,8.5,"Kuta, Bali"
Darba Guest House,Rp 585.000,Rp 280.800,Inclusive of taxes,9.3,"Ubud, Bali"
Liberty Dive Resort,Rp 966.667,Rp 725.000,Inclusive of taxes,7.3,"Tulamben, Bali"
Sing sing Residence,Rp 333.333,Rp 250.000,Inclusive of taxes,n/a,"West Denpasar, Bali"
Umah Anila,Rp 300.811,Rp 225.608,Inclusive of taxes,8.9,"Ubud, Bali"
The Swell,Rp 222.000,Rp 166.500,Inclusive of taxes,8.7,"Tanah Lot, Bali"
Sayang Residence I,Rp 386.289,Rp 239.499,Inclusive of taxes,7.2,"West Denpasar, Bali"
Bali Nusa Cottage,Rp 300.811,Rp 225.608,Inclusive of taxes,8.3,"Nusa Lembongan, Bali"
The Ayudya Gelogor Carik,Rp 245.662,Rp 225.001,Inclusive of taxes,8.2,"South Denpasar, Bali"
deSeruni Guest House,Rp 373.939,Rp 231.842,Inclusive of taxes,8.7,"West Denpasar, Bali"
Kubu Kalih,Rp 474.942,Rp 292.550,Inclusive of taxes,7.8,"South Denpasar, Bali"
BB Homestay Two,Rp 250.000,Rp 230.000,Inclusive of taxes,6.9,"Pecatu, Bali"
Green Palace Homestay Nusa Penida,Rp 370.291,Rp 229.580,Inclusive of taxes,8.3,"Nusa Penida, Bali"
The Puncak Santhi Inn,Rp 200.000,Rp 180.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Nyuh Gading Bungalow,Rp 262.800,Rp 197.100,Inclusive of taxes,9.1,"Nusa Penida, Bali"
Genta House,Rp 369.600,Rp 277.200,Inclusive of taxes,n/a,"Kuta, Bali"
Sanur Ayu Hotel,Rp 329.333,Rp 247.000,Inclusive of taxes,7.7,"Sanur, Bali"
Doubleyou Home Stay Pemuteran,Rp 333.335,Rp 250.001,Inclusive of taxes,n/a,"Pemuteran, Bali"
Sukanusa Luxury Huts,Rp 530.627,Rp 485.999,Inclusive of taxes,8.8,"Nusa Lembongan, Bali"
Kerti Beach Bungalow and Restaurant,Rp 307.573,Rp 230.680,Inclusive of taxes,7.2,"Padangbai, Bali"
Madu Sari Hotel Kintamani,Rp 306.667,Rp 230.000,Inclusive of taxes,7.8,"Kintamani, Bali"
The Somayan Bungalows,Rp 228.160,Rp 190.445,Inclusive of taxes,8.9,"Nusa Penida, Bali"
Mulia Home Stay,Rp 286.666,Rp 214.999,Inclusive of taxes,n/a,"Kutuh, Bali"
Bhuwana Ubud Hotel and Farming,Rp 995.330,Rp 734.999,Inclusive of taxes,8.8,"Ubud, Bali"
Suly Vegetarian Resort & Spa,Rp 1.068.958,Rp 564.000,Inclusive of taxes,7.8,"Ubud, Bali"
Sari Indah Cottages,Rp 348.524,Rp 216.085,Inclusive of taxes,8.4,"Legian, Bali"
Puri Sading Hotel,Rp 938.664,Rp 560.001,Inclusive of taxes,8.2,"Sanur, Bali"
Teba House Bisma Ubud,Rp 308.137,Rp 156.401,Inclusive of taxes,n/a,"Ubud, Bali"
Wahyu Masari Homestay Penida,Rp 329.400,Rp 247.050,Inclusive of taxes,9.0,"Nusa Penida, Bali"
The Banana House Nusa Penida,Rp 202.500,Rp 172.125,Inclusive of taxes,9.3,"Nusa Penida, Bali"
OYO Flagship 91062 Antara Sunset Road,Rp 343.194,Rp 267.691,Inclusive of taxes,7.9,"South Denpasar, Bali"
The Niti Hut's Lembongan,Rp 973.333,Rp 730.000,Inclusive of taxes,8.5,"Nusa Lembongan, Bali"
Ubud Sari Health Resort,Rp 895.691,Rp 521.699,Inclusive of taxes,8.5,"Ubud, Bali"
The Ruum,Rp 165.636,Rp 91.100,Inclusive of taxes,8.7,"Canggu, Bali"
Bale Bali House,Rp 260.000,Rp 195.000,Inclusive of taxes,n/a,"Ubud, Bali"
Kondra Premiere Guest House,Rp 724.104,Rp 354.811,Inclusive of taxes,8.3,"Legian, Bali"
Kememai Hostel,Rp 138.155,Rp 75.985,Inclusive of taxes,8.6,"Monkey Forest, Bali"
Rita ZA Hotel,Rp 196.078,Rp 137.255,Inclusive of taxes,6.5,"Legian, Bali"
CHEZ IDA,Rp 600.001,Rp 450.001,Inclusive of taxes,8.4,"Ubud, Bali"
Shangrilah Villas,Rp 558.347,Rp 360.000,Inclusive of taxes,8.0,"Baturiti, Bali"
Teja Homestay,Rp 399.999,Rp 299.999,Inclusive of taxes,n/a,"Ubud, Bali"
Kailash Homestay,Rp 532.000,Rp 399.000,Inclusive of taxes,8.5,"Padangbai, Bali"
Taxa Uma,Rp 295.380,Rp 183.136,Inclusive of taxes,8.2,"Kuta, Bali"
THE AYUDYA PURA DEMAK,Rp 266.667,Rp 200.000,Inclusive of taxes,n/a,"West Denpasar, Bali"
The Ocean Sunset Villas Ceningan,Rp 733.332,Rp 549.999,Inclusive of taxes,8.2,"Nusa Ceningan, Bali"
The Nicho's Bungalows & Villas,Rp 346.962,Rp 332.499,Inclusive of taxes,8.4,"Nusa Lembongan, Bali"
Gedhong Hostel,Rp 230.557,Rp 115.279,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Hotel Mawar II Denpasar,Rp 216.600,Rp 162.450,Inclusive of taxes,7.6,"West Denpasar, Bali"
Cool Breeze Bungalow Nusa Penida,Rp 337.500,Rp 253.125,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Mekar Jaya Bungalows,Rp 202.667,Rp 152.000,Inclusive of taxes,7.6,"Legian, Bali"
Van Santri Homestay Pemuteran,Rp 173.333,Rp 130.000,Inclusive of taxes,9.0,"Pemuteran, Bali"
LaGriya Guest House,Rp 637.500,Rp 478.125,Inclusive of taxes,7.6,"East Denpasar, Bali"
Putri Homestay,Rp 699.999,Rp 524.999,Inclusive of taxes,n/a,"Sanur, Bali"
Kubu Turah Homestay,Rp 274.716,Rp 166.027,Inclusive of taxes,7.3,"Jimbaran, Bali"
Uma Kutuh Bungalow,Rp 191.076,Rp 143.307,Inclusive of taxes,7.3,"Ubud, Bali"
Bukit Indah Homestay,Rp 190.000,Rp 142.500,Inclusive of taxes,8.5,"Amed, Bali"
OYO 90089 Hotel Satria Syariah,Rp 129.073,Rp 100.677,Inclusive of taxes,8.8,"North Denpasar, Bali"
Ramp Cottage,Rp 399.999,Rp 299.999,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Buda Cottage Ubud,Rp 343.925,Rp 314.999,Inclusive of taxes,n/a,"Tampaksiring, Bali"
Omah Nusa Villa,Rp 333.334,Rp 250.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
